client_ip,server_ip,authentication_errors,created_at,user_acct,conn_port,l4_protocol,data_len,asset_tag
202.160.136.93,10.50.5.65,0,2026-08-08T12:15:50.700762,dsingh,80,tcp,3632,host-5236
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:42.178905,,43072,tcp,29,host-9421
114.212.60.136,10.50.2.168,1,2026-08-08T08:29:09.609919,user3743,22,tcp,276,host-2026
23.77.189.191,10.50.5.41,0,2026-08-08T14:27:27.310559,mgarcia,443,tcp,714,host-7752
103.243.182.22,10.50.0.174,0,2026-08-11T09:22:51.669345,dsingh,22,tcp,1057,host-1693
23.58.119.24,10.50.5.41,1,2026-08-13T12:02:17.142095,wchen,80,tcp,3309,host-9668
36.202.131.36,10.50.1.23,0,2026-08-08T23:15:18.384993,e.rossi,443,tcp,111266,host-5635
117.64.189.204,10.50.4.108,0,2026-08-11T12:07:21.759740,mgarcia,80,tcp,3655,host-3631
3.72.18.140,10.50.0.87,0,2026-08-11T15:33:00.367957,dsingh,443,tcp,381,host-4463
202.176.167.76,10.50.2.78,0,2026-08-09T11:48:33.334474,mgarcia,443,tcp,1521,host-9289
178.254.230.199,10.50.4.143,1,2026-08-08T02:23:02.206797,l.nguyen,22,tcp,156,host-3836
91.66.13.164,10.50.1.47,1,2026-08-08T00:30:34.158762,l.nguyen,22,tcp,201,host-9833
81.4.142.69,10.50.1.156,0,2026-08-08T10:30:38.972536,mgarcia,22,tcp,1876,host-9543
81.201.72.247,10.50.1.170,0,2026-08-13T15:32:35.718119,mgarcia,22,tcp,1554,host-2202
81.251.60.197,10.50.5.93,0,2026-08-10T12:47:39.917359,k.oconnor,22,tcp,2514,host-7713
23.33.170.241,10.50.0.127,0,2026-08-11T12:36:36.456637,wchen,22,tcp,3243,host-3025
91.66.13.164,10.50.4.214,1,2026-08-08T00:32:37.898819,l.nguyen,22,tcp,244,host-6589
121.149.131.127,10.50.5.188,1,2026-08-08T05:55:47.049448,user3960,22,tcp,246,host-6755
81.99.60.254,10.50.3.59,0,2026-08-13T15:10:04.034500,mgarcia,80,tcp,795,host-6358
114.212.60.136,10.50.0.28,1,2026-08-08T08:29:15.151590,user6602,22,tcp,251,host-8357
133.20.20.106,10.50.2.226,0,2026-08-12T15:50:16.435624,mgarcia,3389,tcp,3097,host-8608
81.176.159.37,10.50.1.177,0,2026-08-12T14:07:16.948153,amartin,80,tcp,595,host-5522
202.108.93.21,10.50.0.68,0,2026-08-14T09:04:12.119268,k.oconnor,22,tcp,2052,host-6515
90.244.223.58,10.50.2.228,1,2026-08-10T17:24:34.470390,k.oconnor,80,tcp,258,host-3154
203.233.164.182,10.50.2.165,0,2026-08-08T12:40:40.900007,e.rossi,80,tcp,1027,host-7420
81.250.241.138,10.50.4.155,0,2026-08-10T15:37:29.062205,e.rossi,22,tcp,3152,host-2647
81.114.223.172,10.50.0.220,0,2026-08-14T09:13:35.342585,priya.n,443,tcp,2483,host-7974
80.226.100.207,10.50.0.162,1,2026-08-08T15:33:06.821374,mgarcia,3389,tcp,1278,host-3885
202.173.123.132,10.50.0.251,0,2026-08-08T10:55:49.995821,l.nguyen,3389,tcp,3695,host-5030
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.501534,,43107,udp,6,host-8898
114.212.60.136,10.50.3.244,1,2026-08-08T08:28:42.195037,user8944,22,tcp,208,host-4627
121.149.131.127,10.50.5.211,1,2026-08-08T05:54:33.234058,user9298,22,tcp,261,host-9897
91.66.13.164,10.50.0.182,1,2026-08-08T00:33:21.981911,l.nguyen,22,tcp,101,host-1660
103.14.230.5,10.50.0.13,0,2026-08-14T15:49:19.826519,k.oconnor,443,tcp,2212,host-5922
23.38.254.26,10.50.5.49,0,2026-08-10T12:56:39.961662,n.dubois,22,tcp,2163,host-6874
202.207.139.54,10.50.0.201,0,2026-08-13T12:04:22.602720,priya.n,22,tcp,3227,host-2823
142.158.133.241,10.50.2.234,0,2026-08-13T12:00:06.474429,l.nguyen,3389,tcp,2344,host-4933
133.244.84.22,10.50.4.90,0,2026-08-11T13:06:32.509433,e.rossi,80,tcp,1133,host-6550
90.224.7.99,10.50.1.111,0,2026-08-10T10:12:01.575109,mgarcia,3389,tcp,3451,host-1916
80.50.108.19,10.50.0.69,0,2026-08-09T18:40:35.107191,e.rossi,22,tcp,3400,host-6148
121.149.131.127,10.50.1.22,1,2026-08-08T05:55:44.385216,user1658,22,tcp,160,host-6019
90.147.3.70,10.50.0.176,0,2026-08-14T10:49:55.599570,t.muller,80,tcp,3527,host-4540
91.66.13.164,10.50.2.231,1,2026-08-08T00:33:20.023973,l.nguyen,22,tcp,168,host-1380
178.254.230.199,10.50.1.142,1,2026-08-08T02:20:33.900042,l.nguyen,22,tcp,189,host-6383
117.79.252.64,10.50.5.47,0,2026-08-13T16:40:01.917122,rpatel,3389,tcp,609,host-5355
23.3.102.93,10.50.2.240,0,2026-08-13T14:41:37.611106,amartin,443,tcp,2147,host-5180
114.212.60.136,10.50.2.248,1,2026-08-08T08:28:22.432589,user1755,22,tcp,148,host-2965
81.135.23.125,10.50.0.240,0,2026-08-12T15:32:27.401695,wchen,443,tcp,2129,host-5129
114.212.60.136,10.50.5.138,1,2026-08-08T08:30:41.992919,user5796,22,tcp,125,host-8900
114.212.60.136,10.50.4.117,1,2026-08-08T08:30:27.233972,user1488,22,tcp,198,host-6726
114.212.60.136,10.50.1.58,1,2026-08-08T08:29:07.528059,user9277,22,tcp,291,host-4930
81.180.234.184,10.50.1.186,0,2026-08-13T18:48:25.707764,jsmith,22,tcp,2986,host-4328
80.176.243.146,10.50.4.87,0,2026-08-09T18:52:22.036750,wchen,22,tcp,1458,host-4434
64.137.201.162,10.50.4.229,1,2026-08-09T18:25:38.215033,l.nguyen,3389,tcp,422,host-6962
91.66.13.164,10.50.4.23,1,2026-08-08T00:33:10.979958,l.nguyen,22,tcp,300,host-9289
202.89.238.29,10.50.2.68,0,2026-08-11T12:15:34.889883,dsingh,3389,tcp,722,host-1057
90.186.85.95,10.50.4.167,0,2026-08-14T17:09:28.952859,l.nguyen,443,tcp,3579,host-7106
126.200.141.81,10.50.2.74,0,2026-08-11T16:40:41.220281,priya.n,22,tcp,2591,host-7086
133.225.89.232,10.50.4.141,0,2026-08-08T09:29:32.721405,e.rossi,3389,tcp,1415,host-5080
3.204.23.225,10.50.0.155,0,2026-08-13T15:46:21.805547,amartin,80,tcp,2059,host-5021
41.166.4.197,10.50.3.17,0,2026-08-09T01:04:27.265489,k.oconnor,443,tcp,195316,host-8563
178.254.230.199,10.50.2.139,1,2026-08-08T02:21:10.933060,l.nguyen,22,tcp,86,host-3032
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:41.400732,,43099,tcp,59,host-8214
91.66.13.164,10.50.5.19,1,2026-08-08T00:33:57.533466,l.nguyen,22,tcp,206,host-8853
80.81.198.229,10.50.0.165,0,2026-08-14T17:09:14.151700,mgarcia,3389,tcp,2175,host-4991
91.66.13.164,10.50.2.70,1,2026-08-08T00:37:18.516939,l.nguyen,22,tcp,176,host-3839
126.217.158.35,10.50.5.149,0,2026-08-09T09:25:58.266745,n.dubois,22,tcp,3685,host-6811
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:29.605404,,43056,udp,61,host-1703
114.212.60.136,10.50.4.182,1,2026-08-08T08:28:36.076547,user6999,22,tcp,191,host-8104
121.149.131.127,10.50.1.115,1,2026-08-08T05:53:20.668979,user4219,22,tcp,218,host-8370
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:27.056101,,43132,udp,4,host-7588
81.146.47.67,10.50.4.83,0,2026-08-12T13:54:50.997056,n.dubois,80,tcp,510,host-6628
91.66.13.164,10.50.1.33,1,2026-08-08T00:30:45.699267,l.nguyen,22,tcp,279,host-2584
142.233.225.39,10.50.2.201,0,2026-08-09T08:22:40.387648,n.dubois,80,tcp,2635,host-5431
90.15.149.136,10.50.5.124,0,2026-08-14T16:32:02.629848,wchen,3389,tcp,2795,host-4265
90.63.37.24,10.50.2.33,0,2026-08-10T16:56:01.538825,e.rossi,443,tcp,713,host-9630
114.212.60.136,10.50.2.213,1,2026-08-08T08:27:32.795065,user6048,22,tcp,148,host-3449
90.91.46.165,10.50.1.252,0,2026-08-09T09:23:42.477908,dsingh,443,tcp,1993,host-6805
117.249.245.145,10.50.2.242,0,2026-08-14T12:08:18.643277,k.oconnor,3389,tcp,2354,host-9881
45.227.102.95,10.50.4.66,0,2026-08-14T11:21:46.662108,dsingh,3389,tcp,539,host-2092
178.254.230.199,10.50.3.110,1,2026-08-08T02:22:58.584819,l.nguyen,22,tcp,150,host-5729
133.177.1.186,10.50.0.62,0,2026-08-08T17:40:58.371602,l.nguyen,443,tcp,1818,host-1324
126.253.245.29,10.50.3.7,0,2026-08-08T15:00:21.347791,wchen,80,tcp,2925,host-8245
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.011169,,43063,tcp,14,host-5535
121.149.131.127,10.50.4.51,1,2026-08-08T05:55:25.354523,user2833,22,tcp,260,host-2765
91.66.13.164,10.50.0.102,1,2026-08-08T00:31:27.924201,l.nguyen,22,tcp,208,host-6010
81.171.76.176,10.50.0.49,0,2026-08-12T10:49:40.268226,priya.n,80,tcp,636,host-1893
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:48.985164,,43115,tcp,46,host-6924
81.222.88.6,10.50.5.104,0,2026-08-14T18:42:46.107219,jsmith,80,tcp,1292,host-5355
142.7.157.100,10.50.4.150,0,2026-08-08T13:54:27.022383,e.rossi,22,tcp,1186,host-7259
81.174.52.40,10.50.4.112,0,2026-08-09T08:14:59.209775,t.muller,80,tcp,2574,host-8547
121.149.131.127,10.50.0.5,1,2026-08-08T05:54:59.412507,user2442,22,tcp,105,host-7742
81.62.216.136,10.50.5.94,0,2026-08-09T13:21:48.704367,priya.n,3389,tcp,2648,host-3903
121.149.131.127,10.50.2.237,1,2026-08-08T05:54:05.015349,user1163,22,tcp,242,host-2375
23.127.116.226,10.50.4.16,0,2026-08-14T13:40:30.584635,wchen,3389,tcp,520,host-5444
90.66.37.64,10.50.4.171,0,2026-08-11T09:25:48.544213,dsingh,3389,tcp,2856,host-7230
45.22.159.139,10.50.1.131,0,2026-08-14T17:20:17.863006,jsmith,80,tcp,2684,host-3799
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:39.339934,,43101,udp,20,host-2319
81.171.208.49,10.50.0.226,0,2026-08-11T11:54:42.483959,t.muller,3389,tcp,1852,host-6848
133.73.181.94,10.50.0.25,0,2026-08-11T10:45:02.284917,n.dubois,22,tcp,3782,host-4272
114.212.60.136,10.50.2.145,1,2026-08-08T08:28:59.200501,user2593,22,tcp,92,host-9492
114.212.60.136,10.50.4.39,1,2026-08-08T08:28:39.389903,user2167,22,tcp,287,host-9378
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:53.877615,,15341,tcp,16,host-2795
104.173.70.53,10.50.0.28,0,2026-08-13T12:51:01.694422,amartin,22,tcp,3601,host-2708
80.154.254.128,10.50.2.86,0,2026-08-09T14:20:16.624331,mgarcia,22,tcp,961,host-7958
103.108.169.88,10.50.0.229,0,2026-08-14T17:00:18.220589,k.oconnor,22,tcp,3804,host-3153
114.212.60.136,10.50.1.35,1,2026-08-08T08:28:12.735224,user2626,22,tcp,117,host-3023
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:58.842232,,43097,udp,55,host-3518
23.119.69.205,10.50.0.195,0,2026-08-14T10:50:40.449317,mgarcia,22,tcp,3672,host-2927
80.105.126.252,10.50.2.67,0,2026-08-08T08:20:28.979472,e.rossi,3389,tcp,2464,host-9052
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:50.746463,,15344,udp,2,host-8341
114.212.60.136,10.50.4.104,1,2026-08-08T08:30:15.845353,user8441,22,tcp,254,host-9631
114.212.60.136,10.50.1.52,1,2026-08-08T08:28:07.809943,user2362,22,tcp,138,host-5013
126.5.227.192,10.50.1.119,0,2026-08-12T14:55:49.819082,k.oconnor,3389,tcp,2443,host-3546
126.231.121.197,10.50.4.172,0,2026-08-08T11:45:44.564067,n.dubois,443,tcp,3123,host-4459
80.183.72.164,10.50.1.239,0,2026-08-10T08:53:05.914480,wchen,3389,tcp,2186,host-6174
117.143.37.244,10.50.3.135,0,2026-08-14T14:56:59.120479,mgarcia,80,tcp,1348,host-6682
64.220.177.109,10.50.1.57,0,2026-08-10T17:31:36.267229,e.rossi,22,tcp,1501,host-7147
91.66.13.164,10.50.3.74,1,2026-08-08T00:33:49.854014,l.nguyen,22,tcp,146,host-6032
103.125.45.46,10.50.4.57,0,2026-08-14T14:02:40.962902,mgarcia,22,tcp,1261,host-5639
133.86.235.168,10.50.5.43,0,2026-08-11T08:33:36.463078,e.rossi,80,tcp,3246,host-7757
121.149.131.127,10.50.1.249,1,2026-08-08T05:54:13.596767,user2487,22,tcp,189,host-9147
121.149.131.127,10.50.2.84,1,2026-08-08T05:53:09.737020,user3283,22,tcp,280,host-2798
23.163.237.115,10.50.4.74,0,2026-08-09T16:21:06.837401,rpatel,22,tcp,2989,host-3557
80.5.176.147,10.50.5.150,0,2026-08-12T14:10:25.303567,mgarcia,3389,tcp,1708,host-8444
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:37.151021,,43070,udp,42,host-1181
36.202.131.36,10.50.1.23,0,2026-08-08T22:52:13.050401,jsmith,443,tcp,119284,host-7317
81.117.190.80,10.50.4.154,0,2026-08-09T18:45:17.681397,e.rossi,80,tcp,820,host-5865
142.216.195.224,10.50.0.185,0,2026-08-14T13:22:38.635904,n.dubois,3389,tcp,907,host-2389
126.35.114.196,10.50.0.46,0,2026-08-14T18:09:17.660944,k.oconnor,3389,tcp,1835,host-7113
117.26.115.167,10.50.3.118,0,2026-08-14T09:31:12.185370,l.nguyen,443,tcp,1312,host-4814
202.11.218.84,10.50.5.169,0,2026-08-10T17:22:01.249626,l.nguyen,22,tcp,3110,host-5472
81.112.80.130,10.50.4.74,0,2026-08-09T15:53:52.720766,jsmith,22,tcp,1283,host-9875
90.41.238.160,10.50.5.231,0,2026-08-13T15:04:01.071439,t.muller,3389,tcp,3092,host-9735
121.149.131.127,10.50.5.96,1,2026-08-08T05:53:39.093630,user5412,22,tcp,247,host-3846
142.178.188.9,10.50.4.166,0,2026-08-14T18:34:59.705446,wchen,3389,tcp,3072,host-6712
81.6.162.119,10.50.2.158,0,2026-08-08T18:03:04.332873,dsingh,443,tcp,1646,host-5553
121.149.131.127,10.50.4.47,1,2026-08-08T05:54:57.544084,user7449,22,tcp,192,host-7611
91.66.13.164,10.50.5.27,1,2026-08-08T00:32:08.169450,l.nguyen,22,tcp,277,host-8740
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:00.294894,,15305,udp,44,host-7263
142.132.31.17,10.50.1.93,0,2026-08-10T10:10:44.764242,k.oconnor,22,tcp,1183,host-4898
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:30.706639,,43125,tcp,59,host-5328
121.149.131.127,10.50.5.70,1,2026-08-08T05:55:48.839125,user9135,22,tcp,189,host-3631
90.149.248.236,10.50.0.106,0,2026-08-13T14:13:10.714886,wchen,22,tcp,822,host-4817
126.250.11.139,10.50.2.129,0,2026-08-12T14:12:05.711429,e.rossi,443,tcp,3919,host-7674
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:36.825441,,43130,tcp,0,host-5515
80.238.30.120,10.50.0.80,0,2026-08-11T13:58:34.575176,dsingh,443,tcp,2647,host-3260
45.218.220.144,10.50.1.179,0,2026-08-11T18:58:28.701414,wchen,22,tcp,3473,host-3371
81.19.162.113,10.50.3.86,1,2026-08-10T14:10:23.601702,rpatel,443,tcp,2570,host-1240
121.149.131.127,10.50.5.133,1,2026-08-08T05:54:46.348402,user1875,22,tcp,254,host-4194
91.66.13.164,10.50.3.90,1,2026-08-08T00:32:35.929083,l.nguyen,22,tcp,215,host-2355
114.212.60.136,10.50.4.205,1,2026-08-08T08:30:05.859532,user1386,22,tcp,171,host-5475
121.149.131.127,10.50.1.186,1,2026-08-08T05:55:29.292716,user6506,22,tcp,259,host-8598
203.237.218.172,10.50.0.165,0,2026-08-10T18:20:30.323556,priya.n,22,tcp,2305,host-2119
81.208.187.249,10.50.4.99,0,2026-08-11T18:06:37.183085,e.rossi,22,tcp,3265,host-2886
90.129.145.82,10.50.3.152,0,2026-08-10T18:47:57.229277,n.dubois,3389,tcp,1860,host-9738
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:26.307488,,43116,tcp,11,host-2365
126.133.255.252,10.50.0.240,0,2026-08-08T10:04:02.974783,k.oconnor,443,tcp,3538,host-3178
36.202.131.36,10.50.1.23,0,2026-08-08T23:00:14.817248,dsingh,443,tcp,158328,host-7566
90.40.144.122,10.50.3.190,0,2026-08-13T10:24:57.590660,amartin,443,tcp,1261,host-3241
203.107.168.242,10.50.5.188,0,2026-08-13T13:01:04.918773,n.dubois,80,tcp,1087,host-4375
202.252.141.76,10.50.4.14,0,2026-08-12T14:49:45.566989,mgarcia,443,tcp,1168,host-7253
91.66.13.164,10.50.1.162,1,2026-08-08T00:32:54.210688,l.nguyen,22,tcp,267,host-1343
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:55.473572,,43114,udp,59,host-6454
142.57.215.112,10.50.5.234,0,2026-08-10T14:18:42.952523,amartin,3389,tcp,2292,host-9153
133.218.33.145,10.50.1.10,0,2026-08-12T13:38:35.050984,priya.n,3389,tcp,1054,host-5253
90.237.221.185,10.50.0.238,0,2026-08-09T09:49:59.663099,e.rossi,443,tcp,3800,host-5769
91.66.13.164,10.50.5.2,1,2026-08-08T00:32:49.786018,l.nguyen,22,tcp,237,host-6478
45.216.113.208,10.50.0.252,0,2026-08-08T11:41:47.825126,amartin,3389,tcp,3247,host-8941
23.95.87.231,10.50.2.87,0,2026-08-10T13:03:38.551304,l.nguyen,22,tcp,3095,host-4191
133.211.137.92,10.50.0.82,0,2026-08-10T13:48:43.889574,priya.n,22,tcp,2773,host-4938
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:50.588065,,15299,udp,5,host-6302
81.231.75.88,10.50.3.154,0,2026-08-10T18:00:58.036219,n.dubois,3389,tcp,534,host-1238
117.42.123.249,10.50.1.86,0,2026-08-13T16:38:58.813093,wchen,22,tcp,508,host-5913
90.243.1.249,10.50.1.11,0,2026-08-11T18:03:32.092097,priya.n,80,tcp,1336,host-6396
91.66.13.164,10.50.2.58,1,2026-08-08T00:32:43.494148,l.nguyen,22,tcp,122,host-9090
81.49.96.38,10.50.4.215,0,2026-08-11T09:13:59.553355,n.dubois,80,tcp,3630,host-5820
121.149.131.127,10.50.0.252,1,2026-08-08T05:54:26.558480,user6554,22,tcp,268,host-8113
103.238.205.190,10.50.2.90,0,2026-08-10T15:55:17.475477,dsingh,22,tcp,1090,host-7159
80.150.180.20,10.50.1.43,0,2026-08-09T13:22:58.908282,amartin,22,tcp,3281,host-4923
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:44.621996,,43086,udp,17,host-3891
114.212.60.136,10.50.4.248,1,2026-08-08T08:27:30.675445,user3729,22,tcp,238,host-4022
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:04.525436,,15338,udp,46,host-4940
178.254.230.199,10.50.3.64,1,2026-08-08T02:21:11.573517,l.nguyen,22,tcp,209,host-6670
104.38.195.42,10.50.3.135,0,2026-08-12T16:43:50.569949,rpatel,80,tcp,2069,host-4980
104.151.199.117,10.50.0.170,0,2026-08-11T16:44:07.959172,n.dubois,80,tcp,3729,host-1130
81.96.114.197,10.50.4.175,0,2026-08-12T13:06:39.999779,e.rossi,443,tcp,2798,host-4893
202.38.141.167,10.50.2.162,0,2026-08-14T09:32:21.401682,n.dubois,22,tcp,1307,host-3946
133.178.244.194,10.50.3.140,1,2026-08-10T14:50:06.619187,amartin,22,tcp,3649,host-7121
121.149.131.127,10.50.0.192,1,2026-08-08T05:53:17.980882,user5677,22,tcp,218,host-1508
64.1.255.99,10.50.4.25,0,2026-08-09T16:52:55.254501,l.nguyen,80,tcp,928,host-4246
126.80.190.181,10.50.1.99,0,2026-08-08T10:07:28.227010,t.muller,22,tcp,1843,host-7011
103.198.242.224,10.50.1.127,0,2026-08-10T12:29:46.258608,rpatel,3389,tcp,1416,host-4749
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:59.237987,,43089,tcp,46,host-1162
178.254.230.199,10.50.1.69,1,2026-08-08T02:20:47.820668,l.nguyen,22,tcp,266,host-6433
126.34.10.70,10.50.3.85,0,2026-08-13T17:42:28.588826,mgarcia,80,tcp,1534,host-1689
90.217.37.120,10.50.4.49,0,2026-08-10T17:27:46.107832,dsingh,22,tcp,529,host-9664
80.158.111.99,10.50.3.201,1,2026-08-09T14:00:17.213378,jsmith,3389,tcp,1196,host-8924
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:51.165767,,15357,udp,57,host-2934
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:35.991648,,43096,tcp,16,host-5483
23.249.60.40,10.50.3.234,0,2026-08-12T09:20:15.072116,k.oconnor,443,tcp,3941,host-4348
81.25.26.10,10.50.3.227,0,2026-08-12T15:13:49.170802,e.rossi,443,tcp,1965,host-1655
117.169.101.155,10.50.5.195,0,2026-08-09T18:43:55.551950,mgarcia,3389,tcp,971,host-2216
117.51.201.35,10.50.2.141,1,2026-08-14T12:04:57.694514,priya.n,3389,tcp,1137,host-8896
114.212.60.136,10.50.0.203,1,2026-08-08T08:29:29.634784,user6341,22,tcp,103,host-3853
114.212.60.136,10.50.0.192,1,2026-08-08T08:27:53.834215,user1162,22,tcp,107,host-8761
126.155.94.142,10.50.4.205,0,2026-08-14T14:44:28.224440,mgarcia,22,tcp,1959,host-5309
41.105.218.211,10.50.2.84,0,2026-08-08T13:30:03.479389,,43084,udp,23,host-6259
142.217.215.198,10.50.3.188,0,2026-08-09T14:38:20.321849,rpatel,443,tcp,641,host-8505
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:55.470221,,15354,udp,47,host-5981
90.148.156.196,10.50.0.124,0,2026-08-14T17:15:48.461564,amartin,3389,tcp,2114,host-4761
114.212.60.136,10.50.4.123,1,2026-08-08T08:28:46.105891,user1435,22,tcp,180,host-9273
80.172.246.121,10.50.1.130,0,2026-08-09T18:19:46.279908,l.nguyen,22,tcp,2627,host-1888
133.235.164.190,10.50.4.8,0,2026-08-12T15:52:23.900456,k.oconnor,22,tcp,3826,host-5782
114.212.60.136,10.50.5.92,1,2026-08-08T08:29:48.744403,user9157,22,tcp,85,host-4411
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:46.863929,,43093,tcp,28,host-4642
133.46.137.25,10.50.0.38,0,2026-08-10T18:53:14.195296,mgarcia,443,tcp,986,host-1121
81.117.100.231,10.50.1.182,1,2026-08-14T12:18:23.975936,n.dubois,80,tcp,1539,host-7910
142.94.93.151,10.50.3.145,0,2026-08-14T14:33:20.403745,n.dubois,22,tcp,2135,host-7468
45.226.156.0,10.50.1.8,0,2026-08-10T08:53:57.883167,n.dubois,443,tcp,3220,host-6963
117.77.36.173,10.50.5.73,0,2026-08-13T16:54:58.347946,mgarcia,22,tcp,3726,host-3550
80.121.58.107,10.50.4.24,0,2026-08-14T09:37:32.623561,t.muller,3389,tcp,3556,host-1384
80.153.201.15,10.50.1.113,0,2026-08-10T11:36:32.782490,priya.n,22,tcp,3239,host-4572
91.66.13.164,10.50.1.86,1,2026-08-08T00:31:51.855590,l.nguyen,22,tcp,256,host-7717
126.218.187.158,10.50.0.217,0,2026-08-08T18:47:03.446897,jsmith,3389,tcp,1260,host-6262
202.43.185.183,10.50.3.182,0,2026-08-12T17:24:28.243711,rpatel,22,tcp,3277,host-9935
121.149.131.127,10.50.2.147,1,2026-08-08T05:55:01.478351,user9060,22,tcp,120,host-4197
81.250.53.88,10.50.2.54,0,2026-08-08T13:34:05.893659,mgarcia,80,tcp,388,host-2445
91.66.13.164,10.50.5.154,1,2026-08-08T00:32:14.817282,l.nguyen,22,tcp,166,host-6569
202.48.33.164,10.50.1.164,0,2026-08-08T18:02:23.682645,l.nguyen,443,tcp,3222,host-2318
90.73.84.69,10.50.0.212,0,2026-08-13T14:26:40.321260,t.muller,22,tcp,1396,host-2246
114.212.60.136,10.50.0.242,1,2026-08-08T08:29:01.738651,user2593,22,tcp,191,host-3581
203.117.62.226,10.50.1.249,0,2026-08-08T14:14:38.304520,wchen,443,tcp,1495,host-7181
121.149.131.127,10.50.4.171,1,2026-08-08T05:55:26.555696,user6506,22,tcp,158,host-7824
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:32.239643,,43058,tcp,0,host-3310
114.212.60.136,10.50.4.19,1,2026-08-08T08:28:51.886930,user6730,22,tcp,183,host-6753
103.51.206.143,10.50.1.149,0,2026-08-10T14:20:53.313186,e.rossi,443,tcp,3348,host-9614
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:33.431501,,43083,tcp,33,host-1360
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:41.336880,,43110,udp,52,host-8043
90.71.25.104,10.50.1.160,0,2026-08-13T12:28:26.319849,t.muller,443,tcp,2823,host-3820
41.166.4.197,10.50.3.17,0,2026-08-09T00:36:50.356228,rpatel,443,tcp,178783,host-5200
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:12.738432,,15320,tcp,20,host-5794
133.134.117.158,10.50.4.149,0,2026-08-10T15:42:14.223902,priya.n,80,tcp,2068,host-9296
114.212.60.136,10.50.1.222,1,2026-08-08T08:28:01.726579,user3461,22,tcp,242,host-2928
114.212.60.136,10.50.5.123,1,2026-08-08T08:30:53.705564,user3777,22,tcp,135,host-1079
203.139.228.105,10.50.2.22,0,2026-08-11T16:16:26.275096,wchen,3389,tcp,1793,host-6017
178.254.230.199,10.50.0.75,1,2026-08-08T02:22:35.489635,l.nguyen,22,tcp,222,host-8256
64.119.92.49,10.50.2.189,0,2026-08-10T11:55:22.318851,e.rossi,22,tcp,1712,host-5114
121.149.131.127,10.50.4.82,1,2026-08-08T05:54:38.856890,user9669,22,tcp,177,host-8651
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:52.726815,,15355,tcp,44,host-9944
203.151.79.94,10.50.5.240,0,2026-08-12T11:58:17.421242,n.dubois,443,tcp,1418,host-5419
3.32.29.108,10.50.1.211,0,2026-08-10T14:31:10.895608,mgarcia,443,tcp,1482,host-5934
41.166.4.197,10.50.3.17,0,2026-08-09T01:12:06.460080,rpatel,443,tcp,192164,host-5295
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:33.610481,,43128,tcp,38,host-3054
114.212.60.136,10.50.1.116,1,2026-08-08T08:28:57.505351,user8146,22,tcp,211,host-2651
114.212.60.136,10.50.1.178,1,2026-08-08T08:30:11.612706,user2214,22,tcp,266,host-9232
91.66.13.164,10.50.4.84,1,2026-08-08T00:31:29.554553,l.nguyen,22,tcp,227,host-1856
203.189.115.144,10.50.2.248,0,2026-08-09T08:16:03.098678,n.dubois,3389,tcp,3042,host-6822
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:38.672681,,43053,tcp,49,host-7863
3.53.13.137,10.50.3.226,0,2026-08-13T09:26:55.314850,l.nguyen,443,tcp,1378,host-7001
121.149.131.127,10.50.3.89,1,2026-08-08T05:54:24.315841,user7490,22,tcp,161,host-9737
81.167.118.46,10.50.4.176,0,2026-08-10T13:31:56.079983,k.oconnor,443,tcp,3941,host-9742
142.137.242.52,10.50.2.4,0,2026-08-10T14:44:14.022447,l.nguyen,443,tcp,3883,host-3369
80.203.95.176,10.50.4.241,0,2026-08-12T13:01:27.406880,l.nguyen,80,tcp,2337,host-3755
117.118.205.44,10.50.4.117,0,2026-08-10T13:59:13.675549,wchen,443,tcp,1431,host-3751
